year,country_name,total_oda
2023,Montserrat,10.75399
2023,Nicaragua,696.3535410000001
2023,Panama,476.102593
2023,Paraguay,219.83657
2023,Peru,742.092586
2023,Saint Lucia,37.398134
2023,Saint Vincent and the Grenadines,23.520658
2023,South America (Unspecified),263.436015
2023,Suriname,38.489123
2023,Venezuela (Bolivarian Republic of),365.872192
2024,Argentina,86.050365
2024,Belize,46.781955
2024,Bolivia (Plurinational State of),372.898142
2024,Brazil,848.0662199999999
2024,Caribbean (Unspecified),187.500504
2024,Central America (Unspecified),306.892641
2024,Colombia,1791.58159
2024,Costa Rica,188.412551
2024,Cuba,128.947308
2024,Dominica,18.766006
2024,Dominican Republic,378.134606
2024,Ecuador,516.460939
2024,El Salvador,380.749039
2024,Grenada,16.647669999999998
2024,Guatemala,451.510844
2024,Guyana,173.138801
2024,Haiti,1166.587677
2024,Honduras,986.429708
2024,Jamaica,95.024721
2024,Mexico,984.765866
2024,Montserrat,53.932673
2024,Nicaragua,521.657086
2024,Panama,485.879538
2024,Paraguay,151.144695
2024,Peru,873.415922
2024,Saint Lucia,77.206977
2024,Saint Vincent and the Grenadines,34.985154
2024,South America (Unspecified),248.478678
2024,Suriname,16.086415
2024,Venezuela (Bolivarian Republic of),316.781239
